-0.30,11852
-13,-3,0.01,31.25,-0.30,11948
-13,-3,0.01,31.25,-0.23,12042
-13,-3,0.01,31.25,-0.23,12136
-13,-3,0.01,31.25,-0.32,12231
-14,-3,0.01,31.25,-0.09,12325
-14,-3,0.01,36.13,-0.23,12420
-14,-3,0.01,31.25,-0.12,12514
-14,-3,0.01,31.25,-0.01,12609
-14,-3,0.01,31.25,0.04,12703
-14,-3,0.01,31.25,0.00,12797
-14,-3,0.01,31.25,-0.24,12892
-14,-3,0.01,31.25,-0.35,12987
-14,-3,0.01,36.13,-0.52,13081
-14,-3,0.01,31.25,-0.21,13175
-14,-3,0.01,31.25,-0.22,13271
-14,-3,0.01,36.13,-0.25,13365
-14,-3,0.01,31.25,-0.36,13459
-14,-3,0.01,31.25,-0.37,13553
-14,-3,0.01,31.25,-0.46,13648
-14,-3,0.01,31.25,-0.40,13743
-14,-3,0.01,31.25,-0.34,13837
-14,-3,0.01,31.25,-0.27,13931
-14,-3,0.01,31.25,-0.18,14026
-14,-3,0.01,36.13,-0.19,14120
-14,-3,0.01,31.25,-0.10,14215
-14,-3,0.01,31.25,-0.21,14310
-14,-3,0.01,31.25,-0.34,14404
-15,-3,0.01,31.25,-0.05,14498
-15,-3,0.01,31.25,0.12,14593
-15,-3,0.01,31.25,0.07,14688
-15,-3,0.01,31.25,-0.02,14782
-15,-3,0.01,36.13,-0.01,14876
-15,-3,0.01,31.25,-0.07,14970
-15,-3,0.01,31.25,-0.23,15066
-16,-3,0.01,31.25,-0.29,15160
-16,-3,0.01,31.25,-0.28,15254
-16,-3,0.01,31.25,-0.23,15349
-16,-3,0.01,31.25,-0.21,15443
-16,-3,0.01,36.13,0.11,15538
-16,-3,0.01,31.25,0.07,15632
-16,-3,0.01,31.25,-0.26,15727
-16,-3,0.01,31.25,-0.13,15821
-16,-3,0.01,31.25,-0.15,15916
-16,-3,0.01,31.25,-0.18,16010
-16,-3,0.01,36.13,-0.09,16105
224,-4,-0.50,-295.90,1.27,16199
1561,22,-0.50,-378.91,3.51,16293
2914,12,0.03,-461.91,-4.04,16389
4234,53,-0.50,-461.91,10.41,16483
5592,90,-0.33,-300.78,-1.36,16577
6939,114,0.00,-457.03,-0.81,16671
8265,141,-0.50,-378.91,0.33,16766
9619,184,-0.21,-457.03,-0.23,16861
10971,214,-0.01,-461.91,-1.52,16955
12302,228,-0.48,-461.91,-1.39,17050
13646,260,-0.20,-398.44,-0.27,17144
14995,301,-0.01,-374.02,-0.30,17239
16332,321,-0.24,-388.67,-1.63,17333
17676,340,-0.13,-378.91,-0.52,17428
19030,374,-0.03,-461.91,0.05,17522
20365,397,-0.22,-378.91,-1.23,17616
21707,420,-0.20,-378.91,-0.49,17711
23058,450,-0.18,-378.91,-0.21,17806
24395,474,-0.44,-461.91,-0.79,17900
25738,498,-0.18,-461.91,-0.77,17994
27084,526,-0.21,-383.79,-0.46,18088
28425,549,-0.16,-461.91,-0.98,18184
29767,574,-0.04,-378.91,-0.64,18278
31111,600,-0.15,-378.91,-0.45,18372
32451,624,-0.15,-300.78,-0.83,18467
33794,651,-0.10,-295.90,-1.10,18562
35138,675,-0.32,-378.91,-1.08,18656
36479,700,-0.32,-466.80,-1.14,18750
37826,726,-0.15,-461.91,-1.17,18845
39168,749,-0.18,-378.91,-0.73,18939
40508,774,-0.19,-466.80,-0.84,19034
41856,800,-0.06,-378.91,-1.19,19128
43200,822,-0.09,-378.91,-1.30,19223
44540,848,-0.18,-461.91,-0.76,19317
45890,872,-0.23,-457.03,-1.16,19411
47235,894,-0.28,-466.80,-1.13,19507
48581,920,-0.38,-461.91,-0.94,19601
49925,943,-0.31,-378.91,-1.01,19695
51265,964,-0.21,-378.91,-1.25,19789
52608,990,-0.12,-378.91,-0.87,19885
53949,1014,-0.19,-378.91,-0.86,19979
55293,1036,-0.17,-466.80,-1.47,20073
56635,1062,-0.09,-461.91,-1.24,20168
57982,1086,-0.25,-461.91,-1.26,20262
59326,1108,-0.29,-461.91,-1.71,20357
60669,1133,-0.26,-378.91,-1.18,20451
62008,1156,-0.30,-457.03,-1.20,20546
63350,1178,-0.24,-461.91,-1.70,20640
64698,1202,-0.11,-447.27,-1.20,20734
66040,1226,-0.11,-383.79,-1.23,20830
67387,1251,-0.17,-378.91,-1.32,20924
68730,1276,-0.16,-378.91,-0.84,21018
70076,1302,-0.20,-378.91,-1.22,21113
71416,1326,-0.33,-461.91,-1.67,21208
72761,1350,-0.35,-378.91,-1.30,21302
74102,1373,-0.23,-461.91,-1.16,21396
75448,1398,-0.23,-383.79,-1.27,21491
76795,1423,-0.23,-295.90,-1.28,21585
78139,1448,-0.15,-466.80,-1.27,21680
79486,1472,-0.11,-378.91,-1.71,21775
80827,1495,-0.20,-378.91,-1.95,21869
82173,1518,-0.22,-383.79,-1.37,21963
83514,1544,-0.24,-437.50,-0.91,22057
84860,1568,-0.38,-378.91,-1.19,22153
86203,1591,-0.34,-378.91,-1.30,22247
87550,1618,-0.18,-300.78,-0.84,22341
88890,1642,-0.17,-378.91,-2.12,22436
90237,1666,-0.26,-461.91,-1.67,22531
91581,1689,-0.21,-378.91,-1.27,22625
92927,1716,-0.18,-378.91,-1.29,22719
94267,1742,-0.32,-378.91,-2.05,22814
95609,1766,-0.35,-461.91,-1.78,22908
96951,1794,-0.34,-378.91,-1.15,23003
98292,1821,-0.32,-383.79,-1.26,23098
99635,1847,-0.35,-452.15,-1.95,23192
100983,1873,-0.21,-378.91,-1.44,23286
102325,1898,-0.19,-378.91,-1.46,23380
103667,1924,-0.28,-378.91,-1.55,23476
105009,1950,-0.23,-461.91,-2.35,23570
104108,1952,-0.08,529.30,-8.89,23664
102770,1929,-0.02,446.29,-8.81,23759
101427,1904,-0.02,446.29,-3.67,23854
100097,1877,0.02,524.41,-2.01,23948
98746,1845,0.02,524.41,-1.43,24042
97401,1820,-0.02,446.29,-1.26,24137
96066,1798,0.01,446.29,-1.71,24231
94718,1768,0.00,441.41,-1.38,24326
93369,1738,-0.03,446.29,-1.47,24421
92041,1714,0.00,446.29,-1.59,24515
90688,1690,0.00,446.29,-1.23,24609
89339,1666,-0.02,524.41,-1.30,24704
88005,1642,0.00,446.29,-1.44,24799
86659,1615,0.01,446.29,-1.67,24893
85312,1590,-0.00,451.17,-0.57,24987
83980,1568,0.01,534.18,-0.92,25082
82621,1539,-0.01,529.30,-1.70,25177
81281,1514,0.01,441.41,-0.47,25271
79944,1494,0.01,446.29,-0.58,25366
78595,1469,0.01,446.29,-1.80,25460
77249,1445,0.01,446.29,-1.24,25554
75908,1424,0.02,446.29,-0.54,25649
74562,1398,0.04,529.30,-1.26,25744
73210,1374,0.02,446.29,-1.43,25838
71881,1354,0.03,451.17,-0.04,25932
70526,1331,0.01,446.29,-1.12,26028
69178,1306,-0.00,446.29,-0.80,26122
67854,1284,0.02,524.41,-0.14,26216
66499,1260,0.01,441.41,-0.81,26310
65155,1236,0.00,529.30,-1.47,26405
63816,1214,0.01,529.30,-0.34,26500
62475,1190,0.02,377.93,-0.38,26594
61121,1170,0.01,446.29,-0.96,26689
59783,1147,0.02,446.29,-1.05,26783
58443,1126,0.03,446.29,-0.54,26877
57093,1106,0.01,524.41,-0.87,26972
55759,1081,0.02,451.17,-1.68,27067
54412,1061,0.03,446.29,-0.50,27161
53057,1040,0.01,524.41,-0.65,27255
51726,1016,0.02,363.28,-0.78,27351
50380,994,0.04,446.29,-0.34,27445
49033,976,0.04,392.58,-0.59,27539
47688,951,0.03,529.30,-1.91,27633
46348,930,0.04,451.17,-0.27,27728
45000,908,0.02,446.29,-0.44,27823
43660,884,0.01,524.41,-0.63,27917
42321,866,0.03,524.41,-0.69,28012
40967,844,0.02,529.30,-0.95,28106
39623,821,0.01,446.29,-0.39,28200
38284,800,0.02,446.29,-1.02,28295
36930,776,0.02,446.29,-0.21,28390
35594,753,0.02,529.30,0.35,28484
34252,733,0.01,451.17,-0.68,28578
32901,710,0.01,529.30,0.22,28674
31564,685,0.02,529.30,-0.44,28768
30230,671,0.03,500.00,0.10,28862
28869,646,0.02,524.41,-1.24,28957
27526,621,0.03,446.29,-0.60,29051
26198,604,0.04,446.29,0.30,29146
24836,578,0.03,529.30,-0.65,29240
23499,556,0.03,446.29,-0.51,29335
22165,542,0.04,529.30,-0.10,29429
20811,516,0.03,446.29,-1.11,29523
19454,489,0.00,363.28,-0.63,29619
18126,476,0.01,529.30,0.13,29713
16785,453,0.05,363.28,-0.46,29807
15420,424,0.01,529.30,-1.01,29901
14073,415,-0.03,446.29,1.15,29997
12767,392,0.31,446.29,-1.00,30091
11401,364,0.02,529.30,-0.54,30185
10037,356,-0.11,480.47,1.20,30280
8747,334,0.30,446.29,-0.82,30374
7387,302,0.04,529.30,-1.77,30469
6001,299,-0.09,446.29,1.82,30563
4715,278,0.16,446.29,-0.41,30658
3355,243,0.03,524.41,-1.51,30752
1971,254,-0.01,446.29,2.51,30846
684,226,0.20,529.30,-2.41,30942
-699,188,0.00,446.29,-5.10,31036
146,196,-0.50,-374.02,9.13,31130
1519,208,-0.06,-383.79,3.83,31224
2841,217,-0.02,-374.02,-3.73,31320
4175,195,-0.50,-378.91,0.68,31414
5537,232,-0.31,-378.91,3.91,31508
6875,249,-0.01,-461.91,-1.26,31603
8213,242,-0.41,-378.91,-0.19,31697
9559,263,-0.24,-457.03,1.55,31792
10905,295,-0.01,-383.79,0.17,31886
12239,300,-0.43,-378.91,-1.10,31981
13583,317,-0.25,-295.90,0.26,32075
14931,349,-0.01,-461.91,0.21,32169
16263,365,-0.35,-378.91,-0.85,32265
17609,381,-0.14,-378.91,0.05,32359
18957,411,-0.02,-461.91,0.09,32453
20291,430,-0.18,-378.91,-0.94,32547
21316,444,0.01,-134.77,-2.16,32643
21261,449,0.01,197.27,-5.18,32737
20579,443,0.01,280.27,-3.83,32831
19615,421,0.01,363.28,-3.93,32926
18459,403,0.01,446.29,-0.64,33020
17864,385,0.01,31.25,0.44,33115
17879,387,0.01,31.25,4.02,33209
17833,387,0.01,31.25,-0.29,33304
17837,385,0.01,31.25,-0.18,33398
17841,383,0.01,31.25,-0.29,33492
17840,383,0.01,31.25,-0.58,33588
17494,383,0.01,1012.70,-2.37,33682
14710,331,0.01,871.09,-11.46,33777
12073,295,0.01,939.45,-0.24,33871
9665,265,0.01,856.45,2.23,33966
7548,235,0.01,690.43,1.76,34060
5835,220,0.01,451.17,2.68,34154
4765,210,0.01,197.27,3.37,34249
4101,184,0.01,280.27,-2.49,34343
3815,185,0.01,31.25,2.57,34438
3898,183,0.01,31.25,1.84,34533
4158,181,0.01,36.13,-0.13,34627
4038,177,0.01,36.13,0.04,34721
4137,178,0.01,36.13,0.04,34817
3898,177,0.01,446.29,-0.24,34911
2146,181,0.01,524.41,-2.01,35005
1103,153,0.01,-51.76,-3.22,35099
1783,149,0.01,-51.76,3.67,35194
2233,155,0.01,-46.88,0.39,35289
2049,149,0.01,31.25,-0.27,35383
2145,150,0.01,36.13,0.47,35478
2122,150,0.01,31.25,0.15,35572
2113,150,0.01,31.25,0.01,35666
2171,150,0.01,114.26,-0.02,35762
1560,148,0.01,363.28,-0.79,35856
1428,154,0.01,-217.77,0.21,35950
1957,142,0.01,-134.77,-2.11,36044
2162,143,0.01,114.26,2.01,36140
2109,145,0.01,-51.76,-0.50,36234
2103,145,0.01,31.25,-0.05,36328
2129,144,0.01,114.26,-0.24,36422
2027,143,0.01,197.27,-0.01,36517
1399,140,0.01,114.26,-0.82,36612
1319,141,0.01,31.25,0.43,36706
1292,141,0.01,31.25,0.01,36801
1175,143,0.01,114.26,0.83,36895
973,161,0.01,114.26,2.60,36989
931,163,0.01,31.25,-3.67,37085
621,161,0.01,280.27,-2.04,37179
281,133,0.01,119.14,-4.97,37273
237,134,0.01,31.25,4.75,37367
232,134,0.01,31.25,0.57,37463
228,133,0.01,31.25,-0.26,37557
211,132,0.01,31.25,0.14,37651
215,132,0.01,31.25,0.21,37745
216,132,0.01,31.25,-0.06,37840
216,132,0.01,31.25,-0.42,37935
214,132,0.01,31.25,-0.17,38029
214,132,0.01,31.25,0.09,38123
212,131,0.01,36.13,-0.03,38218
212,131,0.01,31.25,-0.18,38312
212,129,0.01,31.25,-1.08,38407
198,116,0.01,31.25,-3.55,38502
172,102,0.01,114.26,0.95,38596
174,116,0.01,31.25,5.79,38690
174,114,0.01,31.25,-4.96,38785
167,88,0.01,31.25,-6.15,38880
135,71,0.01,31.25,1.24,38974
126,64,0.01,31.25,2.65,39068
110,53,0.01,36.13,0.25,39163
103,83,0.01,31.25,10.20,39258
105,96,0.01,31.25,-3.42,39352
104,98,0.01,31.25,-4.93,39446
104,95,0.01,31.25,-0.11,39541
104,93,0.01,31.25,-0.06,39635
103,94,0.01,36.13,0.10,39730
103,95,0.01,31.25,-0.33,39824
103,94,0.01,31.25,-0.26,39919
103,96,0.01,31.25,-0.25,40013
103,97,0.01,31.25,-0.35,40108
103,98,0.01,31.25,-0.22,40203
103,98,0.01,31.25,-0.08,40297
103,99,0.01,31.25,-0.05,40391
103,98,0.01,31.25,-0.29,40485
103,98,0.01,31.25,-0.54,40581
103,97,0.01,31.25,-0.40,40675
103,96,0.01,31.25,0.10,40769
103,96,0.01,31.25,-0.20,40864
103,96,0.01,31.25,-0.21,40958
103,96,0.01,31.25,
