6.440700331497045,-2.1151141023355478,0
-0.18944317120822943,-22.30445869069309,0
-0.23736429102536125,-22.436388963491957,0
-0.29422310999438095,-22.578936601154766,0
-0.3607754563956394,-22.73177741157673,0
-0.4377724322415979,-22.894554528907054,0
-0.525959109927864,-23.066877330259928,0
-0.6260730634215983,-23.248320395555375,0
-0.7388427370245074,-23.438422531389843,0
-0.864985657066799,-23.63668587938489,0
-1.0052064940441838,-23.84257512862432,0
-1.1601949848027946,-24.055516850829456,0
-1.3306237262524865,-24.27489897562927,0
-1.5171458538390838,-24.500070421876394,0
-1.7203926195175443,-24.73034089931727,0
-1.9409708853132848,-24.964980893198394,0
-2.1794605496470583,-25.20322184250097,0
-2.436411924474387,-25.444256520543853,0
-2.7123430819656833,-25.687239624712312,0
-3.0077371898424454,-25.931288580003304,0
-3.323039854721165,-26.175484559079674,0
-3.6586564927799294,-26.418873719499366,0
-4.014949746863377,-26.660468656847097,0
-4.392236968730943,-26.899250070610844,0
-4.790787784562805,-27.13416863785113,0
-5.210821761116069,-27.364147088042767,0
-5.6525061890163375,-27.588082470892832,0
-6.11595399866436,-27.804848607514984,0
-6.601221823147775,-28.0132987140645,0
-7.108308221283135,-28.212268185767687,0
-7.637152072718383,-28.400577528325325,0
-8.18763115562312,-28.577035422794843,0
-8.759560916190107,-28.740441909391215,0
-9.352693437750693,-28.889591675089637,0
-9.966716615957804,-29.023277429527077,0
-10.601253545076895,-29.14029335342927,0
-11.255862119123904,-29.239438603674525,0
-11.930034850205917,-29.31952085908726,0
-12.623198905218267,-29.379359891179412,0
-13.334716360770004,-29.417791144263692,0
-14.063884675073982,-29.433669309681758,0
-14.809937374444102,-29.425871879289605,0
-15.572044950995432,-29.3933026638182,0
-16.349315967193423,-29.334895262273466,0
-17.1407983620292,-29.249616469140904,0
-17.94548095277684,-29.1364696068116,0
-18.76229512555963,-28.994497771338683,0
-19.5901167073347,-28.822786980350404,0
-20.427768011262614,-28.62046921270274,0
-21.274020047015775,-28.38672533020143,0
-22.12759488705656,-28.12078787251309,0
-22.987168179622447,-27.821943717147573,0
-23.851371798825497,-27.489536597174084,0
-24.718796622051848,-27.122969470097978,0
-25.58799542465446,-26.721706732086734,0
-26.457485881838753,-26.285276272464714,0
-27.325753667545026,-25.813271364128948,0
-28.19125564012266,-25.30535238623469,0
-29.052423104616086,-24.761248376175264,0
-29.90766514153204,-24.18075840854026,0
-30.75537199206584,-23.56375279935591,0
-31.593918489890882,-22.910174134513003,0
-32.4216675297784,-22.22003812185409,0
-33.23697356349247,-21.493434266939428,0
-34.03818611363607,-20.730526373004086,0
-34.823653296318035,-19.93155286612977,0
-35.59172534379483,-19.096826947076817,0
-36.340758118482405,-18.226736571661252,0
-37.06911661000501,-17.321744261963413,0
-37.775178407251694,-16.38238675100112,0
-38.45733713767959,-15.40927446387033,0
-39.114005866426574,-14.40309083864394,0
-39.74362044808053,-13.364591490635476,0
-40.344642824278004,-12.294603223877733,0
-40.91556426059739,-11.194022893938023,0
-41.454908516545025,-10.06381612637649,0
-41.96123494271885,-8.90501589539866,0
-42.43314149955947,-7.718720967411533,0
-42.869267692414375,-6.506094214330515,0
-43.26829741791671,-5.268360801701247,0
-43.62896171701809,-4.006806256742899,0
-43.950041430285516,-2.722774421602082,0
-44.23036975138656,-1.4176652971451855,0
-44.46883467495716,-0.09293278277057969,0
-44.66438133535483,1.24991768230057,0
-44.81601423305653,2.60933157064132,0
-44.92279934575297,3.9837078055653996,0
-44.98386612144927,5.371401381733573,0
-44.99840935115197,6.770726061766487,0
-44.96569091897666,8.179957143168194,0
-44.88504142776483,9.597334289877907,0
-44.75586169854503,11.021064422761265,0
-44.57762414241409,12.449324663369048,0
-44.349874003649575,13.88026532531492,0
-44.072230473096575,15.312012947632194,0
-43.744387671090806,16.742673364542743,0
-43.36611549940782,18.17033480605468,0
-42.937260361931,19.593071023912636,0
-42.45774575394743,21.008944437430866,0
-41.92757272017837,22.416009293822384,0
